country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
CYP;Cyprus;parliament;22.05.2011;2,21;1;56;KOP;Kinima Oikologoi Perivallontistoi;Ecological and Environmental Movement;5,7895;51;701;556;908;1621
CYP;Cyprus;parliament;22.05.2011;1,08;0;56;ELAM;Ethniko Laiko Metopo;National Popular Front;8,7;51;701;556;908;1768
CZE;Czech Republic;parliament;25.10.2013;20,45;50;200;CSSD;Česká strana sociálně demokratická;Czech Social Democratic Party;3,0463;68;805;599;1062;789
CZE;Czech Republic;parliament;25.10.2013;18,65;47;200;ANO;Akce nespokojených občanů;Action of Dissatisfied Citizens;6;68;805;599;1062;2263
CZE;Czech Republic;parliament;25.10.2013;14,91;33;200;KSCM;Komunistická strana Cech a Moravy;Communist Party of Bohemia and Moravia;0,7498;68;805;599;1062;1173
CZE;Czech Republic;parliament;25.10.2013;11,99;21;200;TOP09;Tradice Odpovědnost Prosperita 09;Tradition Responsibility Prosperity 09;7,4;68;805;599;1062;2
CZE;Czech Republic;parliament;25.10.2013;7,72;16;200;ODS;Občanská demokratická strana;Civic Democratic Party;7,3637;68;805;599;1062;829
CZE;Czech Republic;parliament;25.10.2013;6,78;14;200;KDU-CSL;Křesťanská a demokratická unie – Československá strana lidová;Christian Democratic Union -- People's Party;5,8099;68;805;599;1062;1245
CZE;Czech Republic;parliament;25.10.2013;6,88;14;200;UPD;Úsvit přímé demokracie;Dawn of Direct Democracy;7,4;68;805;599;1062;2262
CZE;Czech Republic;parliament;25.10.2013;;5;200;STAN;Starostové a nezávislí;Mayors and Independents;;68;805;599;1062;2024
CZE;Czech Republic;parliament;25.10.2013;2,46;0;200;SSO;Strana svobodných občanů;Party of Free Citizens;7,4;68;805;599;1062;363
CZE;Czech Republic;parliament;25.10.2013;2,66;0;200;Pi;Ceska piratska strana;Czech Pirate Party;;68;805;599;1062;2261
CZE;Czech Republic;parliament;25.10.2013;1,51;0;200;SPOZ;Strana práv občanů – Zemanovci;Party of Civic Rights -- Zemanovci;3,3;68;805;599;1062;406
CZE;Czech Republic;parliament;25.10.2013;3,19;0;200;SZ;Strana zelených;Green Party;4,123;68;805;599;1062;196
DEU;Germany;parliament;22.09.2013;34,1;255;631;CDU;Christlich Demokratische Union;Christian Democratic Union;6,2503;54;800;93;472;808
DEU;Germany;parliament;22.09.2013;25,7;193;631;SPD;Sozialdemokratische Partei Deutschlands;Social Democratic Party of Germany;3,6451;54;800;93;472;558
DEU;Germany;parliament;22.09.2013;8,6;64;631;Li/PDS;Die Linke / PDS;The Left / PDS;1,2152;54;800;93;472;791
DEU;Germany;parliament;22.09.2013;8,4;63;631;B90/Gru;Bündnis 90 / Die Grünen;Alliance 90 / Greens;2,9308;54;800;93;472;772
DEU;Germany;parliament;22.09.2013;7,4;56;631;CSU;Christlich Soziale Union;Christian Social Union;7,2871;54;800;93;472;1180
DEU;Germany;parliament;22.09.2013;4,8;0;631;FDP;Freie Demokratische Partei;Free Democratic Party;5,9233;54;800;93;472;543
DEU;Germany;parliament;22.09.2013;2,2;0;631;Pi;Piratenpartei Deutschland;German Pirate Party;;54;800;93;472;865
DEU;Germany;parliament;22.09.2013;1,3;0;631;NPD;Nationaldemokratische Partei Deutschlands;National Democratic Party;9,8246;54;800;93;472;1537
DEU;Germany;parliament;22.09.2013;4,7;0;631;AfD;Alternative für Deutschland;Alternative for Germany;7,4;54;800;93;472;2253
DNK;Denmark;parliament;15.09.2011;26,41;47;179;V;Venstre;Liberal Party;7,292;21;722;174;71;1605
DNK;Denmark;parliament;15.09.2011;24,51;44;179;Sd;Socialdemokraterne;Social Democrats;3,8011;21;722;174;71;1629
DNK;Denmark;parliament;15.09.2011;12,17;22;179;DF;Dansk Folkeparti;Danish Peoples Party;8,2269;21;722;174;71;1418
DNK;Denmark;parliament;15.09.2011;9,38;17;179;RV;Det Radikale Venstre;Danish Social Liberal Party;4,8736;21;722;174;71;211
DNK;Denmark;parliament;15.09.2011;9,09;16;179;SF;Socialistisk Folkeparti;Socialist Peoples Party;2,1347;21;722;174;71;1644
DNK;Denmark;parliament;15.09.2011;6,6;12;179;En-O;Enhedslisten – De Rød-Grønne;Red-Green Alliance;0,8912;21;722;174;71;306
DNK;Denmark;parliament;15.09.2011;4,92;9;179;NLA;Ny-Liberal Alliance;New-Liberal Alliance;6;21;722;174;71;376
DNK;Denmark;parliament;15.09.2011;4,88;8;179;KF;Konservative;Conservatives;7,2186;21;722;174;71;590
DNK;Denmark;parliament;15.09.2011;0,28;1;179;IA;Inuit Ataqatigiit;Community of the People;1,3;21;722;174;71;1891
DNK;Denmark;parliament;15.09.2011;0,24;1;179;Si;Siumut;Forward (Greenland);3,3;21;722;174;71;74
DNK;Denmark;parliament;15.09.2011;0,18;1;179;Sbf;Sambandsflokkurin;Union Party (Faroe Islands);7,4;21;722;174;71;1892
DNK;Denmark;parliament;15.09.2011;0,12;1;179;Jf;Javnaðarflokkurin;Social Democratic Party (Faroe Islands);3,3;21;722;174;71;1894
DNK;Denmark;parliament;15.09.2011;0,78;0;179;KrF;Kristeligt Folkeparti;Christian People's Party;5,6982;21;722;174;71;1331
ESP;Spain;parliament;20.11.2011;41,9;186;350;AP-P;Alianza-Partido Popular;People's Alliance-Party;7,5969;27;777;500;497;645
ESP;Spain;parliament;20.11.2011;25,32;110;350;PSOE;Partido Socialista Obrero Español;Spanish Socialist Workers Party;3,7377;27;777;500;497;902
ESP;Spain;parliament;20.11.2011;4,23;16;350;CiU;Convergència i Unió;Convergence and Union;6,2564;27;777;500;497;894
ESP;Spain;parliament;20.11.2011;7,02;11;350;IU|PCE;Izquierda Unida | Partido Communista;United Left | Communist Party;2,0183;27;777;500;497;118
ESP;Spain;parliament;20.11.2011;1,39;7;350;A;Amaiur;Amaiur;;27;777;500;497;1975
ESP;Spain;parliament;20.11.2011;4,76;5;350;UPyD;Unión Progreso y Democracia;Union, Progress and Democracy;6;27;777;500;497;551
ESP;Spain;parliament;20.11.2011;1,35;5;350;PNV;Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea;Basque Nationalist Party;6,2144;27;777;500;497;1361
ESP;Spain;parliament;20.11.2011;1,07;3;350;ERC;Esquerra Republicana de Catalunya;Republican Left of Catalonia;3,1072;27;777;500;497;757
ESP;Spain;parliament;20.11.2011;0,77;2;350;BNG;Bloque Nacionalista Galego;Galician Nationalist Block;2,9117;27;777;500;497;520
ESP;Spain;parliament;20.11.2011;0,6;2;350;CC;Coalición Canaria;Canary Coalition;5,9789;27;777;500;497;234
ESP;Spain;parliament;20.11.2011;;2;350;one-seat;one seat;one seat;;27;777;500;497;2294
ESP;Spain;parliament;20.11.2011;0,18;1;350;Bai;Bai;Yes;;27;777;500;497;385
ESP;Spain;parliament;20.11.2011;0,9;0;350;no-seat;no seat;no seat;;27;777;500;497;2056
ESP;Spain;parliament;20.11.2011;3,84;0;350;PSC-PSOE;Partit dels Socialistes de Catalunya;Socialists' Party of Catalonia;3,3;27;777;500;497;1974
ESP;Spain;parliament;20.11.2011;1,41;0;350;PAR;Partido Aragonés Regionalista;Aragonese Regionalist Party;7,1909;27;777;500;497;1221
ESP;Spain;parliament;20.11.2011;1,41;0;350;EU;Extremadura Unida;United Extremadura;;27;777;500;497;1976
EST;Estonia;parliament;06.03.2011;28,6;33;101;ERe;Eesti Reformierakond;Estonian Reform Party;7,8969;75;699;83;902;113
EST;Estonia;parliament;06.03.2011;23,3;26;101;EK;Eesti Keskerakond;Estonian Centre Party;3,9562;75;699;83;902;1137
EST;Estonia;parliament;06.03.2011;20,5;23;101;IRL;Erakond Isamaa ja Res Publica Liit;Union of Pro Patria and Res Publica;8,4962;75;699;83;902;1597
EST;Estonia;parliament;06.03.2011;17,1;19;101;SDE|M;Sotsiaaldemokraatlik Erakond | Mõõdukad;Social Democratic Party | Moderates;4,1915;75;699;83;902;1448
EST;Estonia;parliament;06.03.2011;3,8;0;101;EER;Erakonna Eestimaa Rohelised;Estonian Greens;5,5556;75;699;83;902;219
EST;Estonia;parliament;06.03.2011;2,1;0;101;ERa;Eestimaa Rahvalliit;People's Union of Estonia;4,5812;75;699;83;902;417
FIN;Finland;parliament;17.04.2011;20,4;44;200;KOK;Kansallinen Kokoomus – Samlingspartiet;National Coalition Party;7,2451;67;700;314;383;1118
FIN;Finland;parliament;17.04.2011;19,1;42;200;SSDP;Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti;Social Democratic Party of Finland;3,5595;67;700;314;383;395
FIN;Finland;parliament;17.04.2011;19,1;39;200;SP-P;Suomen Puolue – Perussuomalaiset;Finnish Party -- True Finns;6,6331;67;700;314;383;200
FIN;Finland;parliament;17.04.2011;15,8;35;200;KESK;Keskusta;Centre Party;5,8027;67;700;314;383;94
FIN;Finland;parliament;17.04.2011;8,1;14;200;DL|VAS;Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ;Democratic Union | Left Alliance;2,1843;67;700;314;383;1292
FIN;Finland;parliament;17.04.2011;7,3;10;200;VIHR;Vihreä Liitto – Gröna Förbundet;Green League;3,6465;67;700;314;383;1062
FIN;Finland;parliament;17.04.2011;4,3;9;200;RKP-SFP;Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland;Swedish People's Party;6,3906;67;700;314;383;585
FIN;Finland;parliament;17.04.2011;4;6;200;KD;Kristillisdemokraatit – Kristdemokraterna;Christian Democrats;7,1884;67;700;314;383;1463
FIN;Finland;parliament;17.04.2011;0,2;1;200;AS;Åländsk Samlingin ääntä – Åländsk Samling;Aland Coalition;;67;700;314;383;66
FIN;Finland;parliament;17.04.2011;0,5;0;200;no-seat;no seat;no seat;;67;700;314;383;2054
FRA;France;parliament;10.06.2012;29,35;280;577;PS;Parti socialiste;Socialist Party;3,2493;43;782;171;1037;1539
FRA;France;parliament;10.06.2012;27,12;194;577;UMP;Union pour un mouvement populaire;Union for a Popular Movement;7,4997;43;782;171;1037;658
FRA;France;parliament;10.06.2012;3,4;22;577;gauche;divers gauche;other left;3,3;43;782;171;1037;177
FRA;France;parliament;10.06.2012;5,46;17;577;V;Les Verts;Greens;3,155;43;782;171;1037;873
FRA;France;parliament;10.06.2012;3,51;15;577;droite;divers droite;other right;7,6583;43;782;171;1037;285
FRA;France;parliament;10.06.2012;1,65;12;577;PRG;Parti radical de gauche;Radical Party of the Left;4,0813;43;782;171;1037;1492
FRA;France;parliament;10.06.2012;2,2;12;577;NC;Nouveau centre;New Centre;6;43;782;171;1037;1058
FRA;France;parliament;10.06.2012;6,91;10;577;PCF;Parti communiste française;French Communist Party;1,3741;43;782;171;1037;686
FRA;France;parliament;10.06.2012;1,24;6;577;PR;Parti radical ;Radical Party;3,9896;43;782;171;1037;401
FRA;France;parliament;10.06.2012;0,56;2;577;MIM;Mouvement independantiste martiniquais;Martinican Independence Movement;;43;782;171;1037;2077
FRA;France;parliament;10.06.2012;1,77;2;577;MoDem;Mouvement démocrate;Democratic Movement;6;43;782;171;1037;937
FRA;France;parliament;10.06.2012;0,6;2;577;AC;Alliance centriste;Centrist Alliance;6;43;782;171;1037;2078
FRA;France;parliament;10.06.2012;13,6;2;577;FN;Front national;National Front;9,6854;43;782;171;1037;270
FRA;France;parliament;10.06.2012;0,19;1;577;ex-dro;extrême droite;other far-right;8,7;43;782;171;1037;2079
FRA;France;parliament;10.06.2012;0,96;0;577;no-seat;no seat;no seat;;43;782;171;1037;2080
GRC;Greece;parliament;17.06.2012;29,66;129;300;ND;Néa Đimokratía;New Democracy;6,7365;41;784;783;1039;47
GRC;Greece;parliament;17.06.2012;26,89;71;300;SYRIZA;Synaspismós Rizospastikís Aristerás;Coalition of the Radical Left;2,8947;41;784;783;1039;1592
GRC;Greece;parliament;17.06.2012;12,28;33;300;PASOK;Panellinio Sosialistikó Kínima;Panhellenic Socialist Movement;4,4968;41;784;783;1039;1338
GRC;Greece;parliament;17.06.2012;7,51;20;300;AE;Anexartitoi Ellines;Independent Greeks;8,7;41;784;783;1039;2091
GRC;Greece;parliament;17.06.2012;6,92;18;300;LS-CA;Laikos Syndesmos – Chrysi Avg;Peoples Association -- Golden Dawn;8,7;41;784;783;1039;2092
GRC;Greece;parliament;17.06.2012;6,26;17;300;DIMAR;Dimokratiki Aristera;Democratic Left;3,3;41;784;783;1039;2093
GRC;Greece;parliament;17.06.2012;4,5;12;300;KKE;Kommounistikó Kómma Elládas;Communist Party of Greece;1,253;41;784;783;1039;614
GRC;Greece;parliament;17.06.2012;1,59;0;300;DX;Dimiourgia Xana;Recreate Greece;7,4;41;784;783;1039;2095
GRC;Greece;parliament;17.06.2012;1,58;0;300;LAOS;Laïkós Orthódoxos Synagermós;Popular Orthodox Rally;9,11;41;784;783;1039;1179
HRV;Croatia;parliament;04.12.2011;41,08;61;151;SPH;Socijaldemokratska partija Hrvatske;Social Democratic Party of Croatia;3,2456;62;792;793;1057;1493
HRV;Croatia;parliament;04.12.2011;23,5;41;151;HDZ;Hrvatska demokratska zajednica;Croatian Democratic Union;7,1053;62;792;793;1057;276
HRV;Croatia;parliament;04.12.2011;;13;151;HNS;Hrvatska narodna stranka – Liberalni demokrati;Croatian People's Party -- Liberal Democrats;1,8421;62;792;793;1057;1384
HRV;Croatia;parliament;04.12.2011;;8;151;ethnic;ethnic;ethnic;;62;792;793;1057;2192
HRV;Croatia;parliament;04.12.2011;4,19;6;151;CL-LP;Hrvatski laburisti – Stranka rada;Croatian Labourists -- Labour Party;1,3;62;792;793;1057;2182
HRV;Croatia;parliament;04.12.2011;2,96;6;151;HDSSB;Hrvatski demokratski savez Slavonije i Baranje;Croatian Democratic Alliance of Slavonia and Baranja;8,7;62;792;793;1057;2135
HRV;Croatia;parliament;04.12.2011;;3;151;abroad;abroad;abroad;;62;792;793;1057;2191
HRV;Croatia;parliament;04.12.2011;;3;151;IDS;Istarski demokratski sabor;Istrian Democratic Assembly;3,4211;62;792;793;1057;1627
HRV;Croatia;parliament;04.12.2011;;3;151;HSU;Hrvatska stranka umirovljenika;Croatian Party of Pensioners;;62;792;793;1057;2134
HRV;Croatia;parliament;04.12.2011;;2;151;HGS;Hrvatska građanska stranka;Croatian Civic Party;8,7;62;792;793;1057;2193
HRV;Croatia;parliament;04.12.2011;1,25;2;151;I-IG;Neovisna lista – dr.sc. IVAN GRUBIŠIĆ;Independent List -- PhD Ivan Grubisic;;62;792;793;1057;2195
HRV;Croatia;parliament;04.12.2011;;1;151;DC;Demokratski centar;Democratic Centre;5,9649;62;792;793;1057;1081
HRV;Croatia;parliament;04.12.2011;0,64;1;151;HSP-AS;Hrvatska stranka prava dr. Ante Starčević;Croatian Party of Rights -- Dr. Ante Starcevic;8,7;62;792;793;1057;2181
HRV;Croatia;parliament;04.12.2011;0,64;1;151;HSS;Hrvatska seljačka stranka;Croatian Peasant Party;6,2281;62;792;793;1057;1465
HRV;Croatia;parliament;04.12.2011;3;0;151;HSP;Hrvatska stranka prava;Croatian Party of Right;8,7719;62;792;793;1057;1044
HRV;Croatia;parliament;04.12.2011;3;0;151;HSLS;Hrvatska socijalno liberalna stranka;Croatian Social Liberal Party;7,193;62;792;793;1057;1102
HRV;Croatia;parliament;04.12.2011;2,8;0;151;PGS;Primorsko goranski savez;Alliance of Primorje-Gorski;;62;792;793;1057;2196
HUN;Hungary;parliament;06.04.2014;;117;199;Fi-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz -- Hungarian Civic Union;6,5432;39;814;688;846;921
HUN;Hungary;parliament;06.04.2014;20,04;29;199;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2,8743;39;814;688;846;1591
HUN;Hungary;parliament;06.04.2014;20,22;23;199;Jobbik;Jobbik Magyarországért Mozgalom;Jobbik Movement for a Better Hungary;8,7;39;814;688;846;600
HUN;Hungary;parliament;06.04.2014;;16;199;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7,4;39;814;688;846;434
HUN;Hungary;parliament;06.04.2014;5,34;5;199;LMP;Lehet Más a Politika;Politics Can Be Different;2,6;39;814;688;846;403
HUN;Hungary;parliament;06.04.2014;2,76;4;199;DK;Demokratikus Koalíció;Democratic Coalition;3,3;39;814;688;846;1970
HUN;Hungary;parliament;06.04.2014;2,07;3;199;Egyutt;Együtt – A Korszakváltók Pártja;Together -- Party for a New Era;3,3;39;814;688;846;2318
HUN;Hungary;parliament;06.04.2014;;1;199;one-seat;one seat;one seat;;39;814;688;846;952
HUN;Hungary;parliament;06.04.2014;0,69;1;199;PM;Párbeszéd Magyarországért;Dialogue for Hungary;2,6;39;814;688;846;2349
HUN;Hungary;parliament;06.04.2014;0,56;0;199;MMP;Magyar Munkáspárt;Hungarian Workers' Party;0,6316;39;814;688;846;1202
HUN;Hungary;parliament;06.04.2014;44,87;233;199;Fi+KDNP;Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt;Fidesz -- Hungarian Civic Party / Christian Democratic People's Party;6,5432;39;814;688;846;437
IRL;Ireland;parliament;25.02.2011;36,1;76;165;FG;Fine Gael;Fine Gael (Familiy of the Irish);6,4372;37;698;190;173;1393
IRL;Ireland;parliament;25.02.2011;19,45;37;165;Lab;Labour Party;Labour Party;3,6252;37;698;190;173;318
IRL;Ireland;parliament;25.02.2011;17,45;19;165;FF;Fianna Fáil;Fianna Fail (Soldiers of Destiny);6,0713;37;698;190;173;280
IRL;Ireland;parliament;25.02.2011;9,94;14;165;PSF;Provisional Sinn Féin;Provisional Sinn Fein;2,7935;37;698;190;173;2217
IRL;Ireland;parliament;25.02.2011;;10;165;none;no party affiliation;no party affiliation;;37;698;190;173;30
IRL;Ireland;parliament;25.02.2011;;5;165;ULA;United Left Alliance – Comhaontas Aontaithe an Chlé;United Left Alliance;1,3;37;698;190;173;2306
IRL;Ireland;parliament;25.02.2011;1,21;2;165;SP;Socialist Party;Socialist Party;1,3;37;698;190;173;1014
IRL;Ireland;parliament;25.02.2011;0,97;2;165;PBPA;People Before Profit Alliance;People Before Profit Alliance;1,3;37;698;190;173;1804
IRL;Ireland;parliament;25.02.2011;1,85;0;165;Green;Green Party  – Comhaontas Glas;Green Party;2,435;37;698;190;173;1573
ITA;Italy;parliament;25.02.2013;25,42;292;617;PD;Partito Democratico;Democratic Party;2,6216;26;789;111;983;382
ITA;Italy;parliament;25.02.2013;25,55;108;617;M5S;Movimento 5 Stelle;Five Star Movement;2,6;26;789;111;983;2155
ITA;Italy;parliament;25.02.2013;21,56;97;617;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7,1459;26;789;111;983;596
ITA;Italy;parliament;25.02.2013;3,2;37;617;SL;Sinistra (Ecologia) Libertà;Left (Ecology) Freedom;1,3;26;789;111;983;465
ITA;Italy;parliament;25.02.2013;8,3;37;617;SC;Scelta Civica;Civic Choice;6;26;789;111;983;2156
ITA;Italy;parliament;25.02.2013;4,08;18;617;LN;Lega Nord;North League;7,8007;26;789;111;983;1436
ITA;Italy;parliament;25.02.2013;1,95;9;617;FdI-CN;Fratelli d'Italia -- Centrodestra Nazionale;Brothers of Italy -- National Centre-right;7,4;26;789;111;983;2154
ITA;Italy;parliament;25.02.2013;1,78;8;617;UC;Unione / Centro;Union / Centre;6,1092;26;789;111;983;226
ITA;Italy;parliament;25.02.2013;0,49;6;617;CD;Centro Democratico; Democratic Centre;6;26;789;111;983;2153
ITA;Italy;parliament;25.02.2013;0,43;5;617;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5,4;26;789;111;983;1030
ITA;Italy;parliament;25.02.2013;2,25;0;617;RC;Rivoluzione Civile;Civil Revolution;1,3;26;789;111;983;2157
ITA;Italy;parliament;25.02.2013;1,11;0;617;FiD;Fermare il Declino;Stop the Decline;6;26;789;111;983;2158
ITA;Italy;parliament;25.02.2013;;0;617;FLI;Futuro e libertà per l'Italia;Future and Freedom for Italy;7,4;26;789;111;983;1477
LTU;Lithuania;parliament;14.10.2012;18,37;37;141;LSDP;Lietuvos socialdemokratų partija;Lithuanian Social Democratic Party;3,1972;15;786;646;1026;1277
LTU;Lithuania;parliament;14.10.2012;15,08;33;141;TS-LK;Tėvynės Sąjunga;Homeland Union;7,4004;15;786;646;1026;1045
LTU;Lithuania;parliament;14.10.2012;19,82;29;141;DP;Darbo Partija;Labour Party;3,86;15;786;646;1026;581
LTU;Lithuania;parliament;14.10.2012;7,31;11;141;TT-LDP;Tvarka ir teisingumas – Liberalų Demokratų Partija;Order and Justice -- Liberal Democratic Party;5,2955;15;786;646;1026;1421
LTU;Lithuania;parliament;14.10.2012;8,57;10;141;LRLS;Lietuvos Respublikos Liberalų sąjūdis;Liberals Movement of the Republic of Lithuania;7,7562;15;786;646;1026;482
LTU;Lithuania;parliament;14.10.2012;5,83;8;141;LLRA;Lietuvos lenkų rinkimų akcija;Election Action of Lithuania's Poles;3,865;15;786;646;1026;28
LTU;Lithuania;parliament;14.10.2012;7,99;7;141;DK;Drąsos Kelias;The Way of Courage;;15;786;646;1026;2121
LTU;Lithuania;parliament;14.10.2012;;3;141;none;no party affiliation;no party affiliation;;15;786;646;1026;58
LTU;Lithuania;parliament;14.10.2012;3,88;1;141;LVLS;Lietuvos valstiečių sąjunga;Lithuanian Peasant Union;3,2687;15;786;646;1026;191
LTU;Lithuania;parliament;14.10.2012;2,06;0;141;LiCS;Liberalų ir centro sąjunga;Liberal and Centre Union;7,7562;15;786;646;1026;983
LTU;Lithuania;parliament;14.10.2012;1,76;0;141;TAIP;Tėvynės atgimimas ir perspektyva;YES -- Homeland Revival and Perspective;6;15;786;646;1026;2122
LTU;Lithuania;parliament;14.10.2012;1,21;0;141;SPF;Socialist People's Front;Socialist People's Front;1,3;15;786;646;1026;1056
LTU;Lithuania;parliament;14.10.2012;1,2;0;141;KKSS;Krikščionių konservatorių socialinė sąjunga;Christian Conservative Social Union;6,4579;15;786;646;1026;709
