country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
DEU;Germany;parliament;24.09.2017;26,8;200;709;CDU;Christlich Demokratische Union;Christian Democratic Union;6,2503;54;1016;800;1071;808
DEU;Germany;parliament;24.09.2017;20,5;153;709;SPD;Sozialdemokratische Partei Deutschlands;Social Democratic Party of Germany;3,6451;54;1016;800;1071;558
DEU;Germany;parliament;24.09.2017;12,6;94;709;AfD;Alternative für Deutschland;Alternative for Germany;8,7;54;1016;800;1071;2253
DEU;Germany;parliament;24.09.2017;10,7;80;709;FDP;Freie Demokratische Partei;Free Democratic Party;5,9233;54;1016;800;1071;543
DEU;Germany;parliament;24.09.2017;9,2;69;709;Li/PDS;Die Linke / PDS;The Left / PDS;1,2152;54;1016;800;1071;791
DEU;Germany;parliament;24.09.2017;8,9;67;709;B90/Gru;Bündnis 90 / Die Grünen;Alliance 90 / Greens;2,9308;54;1016;800;1071;772
DEU;Germany;parliament;24.09.2017;6,2;46;709;CSU;Christlich Soziale Union;Christian Social Union;7,2871;54;1016;800;1071;1180
DEU;Germany;parliament;24.09.2017;1;0;709;FW;Freie Wähler;Free Voters;7,4;54;1016;800;1071;41
DEU;Germany;parliament;24.09.2017;1;0;709;PARTEI;Die PARTEI;THE PARTY;;54;1016;800;1071;2649
DNK;Denmark;parliament;18.06.2015;25,66;47;179;Sd;Socialdemokraterne;Social Democrats;3,8011;21;976;722;1074;1629
DNK;Denmark;parliament;18.06.2015;20,58;37;179;DF;Dansk Folkeparti;Danish Peoples Party;8,2269;21;976;722;1074;1418
DNK;Denmark;parliament;18.06.2015;19,01;34;179;V;Venstre;Liberal Party;7,292;21;976;722;1074;1605
DNK;Denmark;parliament;18.06.2015;7,62;14;179;En-O;Enhedslisten – De Rød-Grønne;Red-Green Alliance;0,8912;21;976;722;1074;306
DNK;Denmark;parliament;18.06.2015;7,36;13;179;NLA;Ny-Liberal Alliance;New-Liberal Alliance;6;21;976;722;1074;376
DNK;Denmark;parliament;18.06.2015;4,68;9;179;A;Alternativet;The Alternative;2,5;21;976;722;1074;2567
DNK;Denmark;parliament;18.06.2015;4,47;8;179;RV;Det Radikale Venstre;Danish Social Liberal Party;4,8736;21;976;722;1074;211
DNK;Denmark;parliament;18.06.2015;4,09;7;179;SF;Socialistisk Folkeparti;Socialist Peoples Party;2,1347;21;976;722;1074;1644
DNK;Denmark;parliament;18.06.2015;3,27;6;179;KF;Konservative;Conservatives;7,2186;21;976;722;1074;590
DNK;Denmark;parliament;18.06.2015;0,22;1;179;IA;Inuit Ataqatigiit;Community of the People;1,2;21;976;722;1074;1891
DNK;Denmark;parliament;18.06.2015;0,22;1;179;Si;Siumut;Forward (Greenland);3,3;21;976;722;1074;74
DNK;Denmark;parliament;18.06.2015;0,16;1;179;T;Tjóðveldi;Republic (Faroe Islands);1,2;21;976;722;1074;2568
DNK;Denmark;parliament;18.06.2015;0,16;1;179;Jf;Javnaðarflokkurin;Social Democratic Party (Faroe Islands);3,3;21;976;722;1074;1894
DNK;Denmark;parliament;18.06.2015;0,81;0;179;KrF;Kristeligt Folkeparti;Christian People's Party;5,6982;21;976;722;1074;1331
ESP;Spain;parliament;26.06.2016;33,03;137;350;AP-P;Alianza-Partido Popular;People's Alliance-Party;7,5969;27;1005;998;1421;645
ESP;Spain;parliament;26.06.2016;22,66;85;350;PSOE;Partido Socialista Obrero Español;Spanish Socialist Workers Party;3,7377;27;1005;998;1421;902
ESP;Spain;parliament;26.06.2016;13,37;45;350;P;Podemos;We Can;1,2;27;1005;998;1421;2376
ESP;Spain;parliament;26.06.2016;13,05;32;350;C-PC;Ciudadanos – Partido de la Ciudadanía;Citizens -- Party of the Citizenry;6;27;1005;998;1421;2375
ESP;Spain;parliament;26.06.2016;3,55;12;350;ECP;En Comú Podem;In Common We Can;1,2;27;1005;998;1421;2606
ESP;Spain;parliament;26.06.2016;2,74;9;350;C|AV;Compromís | A la valenciana;Compromise | A la valenciana;1,2;27;1005;998;1421;2607
ESP;Spain;parliament;26.06.2016;2,63;9;350;ERC;Esquerra Republicana de Catalunya;Republican Left of Catalonia;3,1072;27;1005;998;1421;757
ESP;Spain;parliament;26.06.2016;2,01;8;350;CDC;Convergència Democràtica de Catalunya;Democratic Convergence of Catalonia;7,4;27;1005;998;1421;2605
ESP;Spain;parliament;26.06.2016;1,44;5;350;EM;En Marea;In Tide;1,2;27;1005;998;1421;2604
ESP;Spain;parliament;26.06.2016;1,2;5;350;PNV;Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea;Basque Nationalist Party;6,2144;27;1005;998;1421;1361
ESP;Spain;parliament;26.06.2016;0,77;2;350;EHB;Euskal Herria Bildu;Basque Country Unite;;27;1005;998;1421;2603
ESP;Spain;parliament;26.06.2016;0,33;1;350;CC;Coalición Canaria;Canary Coalition;5,9789;27;1005;998;1421;234
ESP;Spain;parliament;26.06.2016;1,19;0;350;PACMA;Partido Animalista Contra el Maltrato Animal;Animalist Party Against Mistreatment to Animals;;27;1005;998;1421;2381
EST;Estonia;parliament;01.03.2015;27,69;30;101;ERe;Eesti Reformierakond;Estonian Reform Party;7,8969;75;853;699;1095;113
EST;Estonia;parliament;01.03.2015;24,81;27;101;EK;Eesti Keskerakond;Estonian Centre Party;3,9562;75;853;699;1095;1137
EST;Estonia;parliament;01.03.2015;15,19;15;101;SDE|M;Sotsiaaldemokraatlik Erakond | Mõõdukad;Social Democratic Party | Moderates;4,1915;75;853;699;1095;1448
EST;Estonia;parliament;01.03.2015;13,71;14;101;IRL;Erakond Isamaa ja Res Publica Liit;Union of Pro Patria and Res Publica;8,4962;75;853;699;1095;1597
EST;Estonia;parliament;01.03.2015;8,69;8;101;EV;Eesti Vabaerakond;Free Party;7,4;75;853;699;1095;2409
EST;Estonia;parliament;01.03.2015;8,15;7;101;ERa;Eestimaa Rahvalliit;People's Union of Estonia;4,5812;75;853;699;1095;417
EST;Estonia;parliament;01.03.2015;0,9;0;101;EER;Erakonna Eestimaa Rohelised;Estonian Greens;2,5;75;853;699;1095;219
FIN;Finland;parliament;19.04.2015;21,1;49;200;KESK;Keskusta;Centre Party;5,8027;67;855;700;1145;94
FIN;Finland;parliament;19.04.2015;17,65;38;200;SP|P;Suomen Puolue | Perussuomalaiset;Finnish Party | True Finns;6,6331;67;855;700;1145;200
FIN;Finland;parliament;19.04.2015;18,2;37;200;KOK;Kansallinen Kokoomus – Samlingspartiet;National Coalition Party;7,2451;67;855;700;1145;1118
FIN;Finland;parliament;19.04.2015;16,51;34;200;SSDP;Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti;Social Democratic Party of Finland;3,5595;67;855;700;1145;395
FIN;Finland;parliament;19.04.2015;8,53;15;200;VIHR;Vihreä Liitto – Gröna Förbundet;Green League;3,6465;67;855;700;1145;1062
FIN;Finland;parliament;19.04.2015;7,13;12;200;DL|VAS;Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ;Democratic Union | Left Alliance;2,1843;67;855;700;1145;1292
FIN;Finland;parliament;19.04.2015;4,88;9;200;RKP-SFP;Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland;Swedish People's Party;6,3906;67;855;700;1145;585
FIN;Finland;parliament;19.04.2015;3,54;5;200;KD;Kristillisdemokraatit – Kristdemokraterna;Christian Democrats;7,1884;67;855;700;1145;1463
FIN;Finland;parliament;19.04.2015;0,56;1;200;one-seat;one seat;one seat;;67;855;700;1145;2413
FIN;Finland;parliament;19.04.2015;0,85;0;200;Pi;Piraattipuolue;Pirate Party Finland;;67;855;700;1145;2412
FRA;France;parliament;18.06.2017;28,21;308;577;REM;La République En Marche!;The Republic Onwards!;6;43;1014;782;1508;2643
FRA;France;parliament;18.06.2017;15,77;112;577;UMP|LR;Union pour un mouvement populaire | Les Républicains;Union for a Popular Movement | The Republicans;7,4997;43;1014;782;1508;658
FRA;France;parliament;18.06.2017;4,12;42;577;UDF|MD;Union pour la démocratie française | Mouvement démocrate;Union for French Democracy | Democratic Movement;6,1017;43;1014;782;1508;509
FRA;France;parliament;18.06.2017;7,44;30;577;PS;Parti socialiste;Socialist Party;3,2493;43;1014;782;1508;1539
FRA;France;parliament;18.06.2017;3,03;18;577;UDI;Union des démocrates et indépendants;Union of Democrats and Independents;7,4;43;1014;782;1508;2273
FRA;France;parliament;18.06.2017;11,03;17;577;FI;La France Insoumise;Unbowed France;1,2;43;1014;782;1508;2644
FRA;France;parliament;18.06.2017;1,6;12;577;gauche;divers gauche;other left;3,3;43;1014;782;1508;177
FRA;France;parliament;18.06.2017;2,72;10;577;PCF;Parti communiste française;French Communist Party;1,3741;43;1014;782;1508;686
FRA;France;parliament;18.06.2017;13,2;8;577;FN;Front national;National Front;9,6854;43;1014;782;1508;270
FRA;France;parliament;18.06.2017;2,76;6;577;droite;divers droite;other right;7,6583;43;1014;782;1508;285
FRA;France;parliament;18.06.2017;;5;577;none;sans étiquette;no party affiliation;;43;1014;782;1508;947
FRA;France;parliament;18.06.2017;0,47;3;577;PRG;Parti radical de gauche;Radical Party of the Left;4,0813;43;1014;782;1508;1492
FRA;France;parliament;18.06.2017;;3;577;etc;divers;others;;43;1014;782;1508;1328
FRA;France;parliament;18.06.2017;4,3;1;577;V;Les Verts;Greens;3,155;43;1014;782;1508;873
FRA;France;parliament;18.06.2017;1,17;1;577;DLR|DLF;Debout la république | Debout la France;Arise the Republic | France Arise;7,4;43;1014;782;1508;2399
FRA;France;parliament;18.06.2017;0,3;1;577;ex-dro;extrême droite;other far-right;8,7;43;1014;782;1508;2079
FRA;France;parliament;18.06.2017;0,77;0;577;ex-gau;extrême gauche;other far-left;1,2;43;1014;782;1508;2083
GRC;Greece;parliament;20.09.2015;35,46;145;300;SYRIZA;Synaspismós Rizospastikís Aristerás;Coalition of the Radical Left;2,8947;41;992;851;1157;1592
GRC;Greece;parliament;20.09.2015;28,1;75;300;ND;Néa Đimokratía;New Democracy;6,7365;41;992;851;1157;47
GRC;Greece;parliament;20.09.2015;6,99;18;300;LS-CA;Laikos Syndesmos – Chrysi Avg;Peoples Association -- Golden Dawn;8,7;41;992;851;1157;2092
GRC;Greece;parliament;20.09.2015;6,28;17;300;PASOK;Panellinio Sosialistikó Kínima;Panhellenic Socialist Movement;4,4968;41;992;851;1157;1338
GRC;Greece;parliament;20.09.2015;5,55;15;300;KKE;Kommounistikó Kómma Elládas;Communist Party of Greece;1,253;41;992;851;1157;614
GRC;Greece;parliament;20.09.2015;4,09;11;300;TP;To Potami;The River;3,3;41;992;851;1157;2346
GRC;Greece;parliament;20.09.2015;3,69;10;300;AE;Anexartitoi Ellines;Independent Greeks;8,7;41;992;851;1157;2091
GRC;Greece;parliament;20.09.2015;3,43;9;300;EK;Enosi Kentroon;Union of Centrists;3,3;41;992;851;1157;2165
GRC;Greece;parliament;20.09.2015;2,86;0;300;LE;Laïkí Enótita;Popular Unity;1,2;41;992;851;1157;2596
HRV;Croatia;parliament;11.09.2016;35,17;61;151;HDZ;Hrvatska demokratska zajednica;Croatian Democratic Union;7,1053;62;1007;1001;1408;276
HRV;Croatia;parliament;11.09.2016;32,18;54;151;SPH;Socijaldemokratska partija Hrvatske;Social Democratic Party of Croatia;3,2456;62;1007;1001;1408;1493
HRV;Croatia;parliament;11.09.2016;9,43;13;151;Most;Most nezavisnih lista;Bridge of Independent Lists;7,4;62;1007;1001;1408;2615
HRV;Croatia;parliament;11.09.2016;5,92;8;151;ZiZi;Živi zid;Human Shield ;8,7;62;1007;1001;1408;2612
HRV;Croatia;parliament;11.09.2016;1,92;8;151;ethnic;ethnic;ethnic;;62;1007;1001;1408;2192
HRV;Croatia;parliament;11.09.2016;2,18;3;151;IDS;Istarski demokratski sabor;Istrian Democratic Assembly;3,4211;62;1007;1001;1408;1627
HRV;Croatia;parliament;11.09.2016;3,84;2;151;MB;Milan Bandić 365 – Stranka rada i solidarnosti;Milan Bandic 365 -- The Party of Labour and Solidarity;3,3;62;1007;1001;1408;2628
HRV;Croatia;parliament;11.09.2016;1,19;1;151;HDSSB;Hrvatski demokratski savez Slavonije i Baranje;Croatian Democratic Alliance of Slavonia and Baranja;8,7;62;1007;1001;1408;2135
HRV;Croatia;parliament;11.09.2016;0,26;1;151;one-seat;one seat;one seat;;62;1007;1001;1408;2295
HUN;Hungary;parliament;06.04.2014;;117;199;Fi-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz -- Hungarian Civic Union;6,5432;39;814;688;846;921
HUN;Hungary;parliament;06.04.2014;20,04;29;199;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2,8743;39;814;688;846;1591
HUN;Hungary;parliament;06.04.2014;20,22;23;199;Jobbik;Jobbik Magyarországért Mozgalom;Jobbik Movement for a Better Hungary;8,7;39;814;688;846;600
HUN;Hungary;parliament;06.04.2014;;16;199;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7,4;39;814;688;846;434
HUN;Hungary;parliament;06.04.2014;5,34;5;199;LMP;Lehet Más a Politika;Politics Can Be Different;2,5;39;814;688;846;403
HUN;Hungary;parliament;06.04.2014;2,76;4;199;DK;Demokratikus Koalíció;Democratic Coalition;3,3;39;814;688;846;1970
HUN;Hungary;parliament;06.04.2014;2,07;3;199;Egyutt;Együtt – A Korszakváltók Pártja;Together -- Party for a New Era;3,3;39;814;688;846;2318
HUN;Hungary;parliament;06.04.2014;;1;199;one-seat;one seat;one seat;;39;814;688;846;952
HUN;Hungary;parliament;06.04.2014;0,69;1;199;PM;Párbeszéd Magyarországért;Dialogue for Hungary;2,5;39;814;688;846;2349
HUN;Hungary;parliament;06.04.2014;0,56;0;199;MMP;Magyar Munkáspárt;Hungarian Workers' Party;0,6316;39;814;688;846;1202
HUN;Hungary;parliament;06.04.2014;44,87;233;199;Fi+KDNP;Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt;Fidesz -- Hungarian Civic Party / Christian Democratic People's Party;6,5432;39;814;688;846;437
IRL;Ireland;parliament;26.02.2016;25,52;49;157;FG;Fine Gael;Fine Gael (Familiy of the Irish);6,4372;37;1002;698;904;1393
IRL;Ireland;parliament;26.02.2016;24,35;44;157;FF;Fianna Fáil;Fianna Fail;6,0713;37;1002;698;904;280
IRL;Ireland;parliament;26.02.2016;13,85;23;157;SF;Sinn Féin;Sinn Fein;2,7935;37;1002;698;904;2217
IRL;Ireland;parliament;26.02.2016;11,14;12;157;none;no party affiliation;no party affiliation;;37;1002;698;904;30
IRL;Ireland;parliament;26.02.2016;6,61;7;157;Lab;Labour Party;Labour Party;3,6252;37;1002;698;904;318
IRL;Ireland;parliament;26.02.2016;4,21;6;157;IA;Independent Alliance;Independent Alliance;;37;1002;698;904;2622
IRL;Ireland;parliament;26.02.2016;3,95;6;157;SP;Socialist Party;Socialist Party;1,2;37;1002;698;904;1014
IRL;Ireland;parliament;26.02.2016;1,47;4;157;IC;Independents 4 Change;Independents 4 Change;;37;1002;698;904;2621
IRL;Ireland;parliament;26.02.2016;3,01;3;157;DS;Daonlathaigh Shóisialta;Social Democrats ;3,3;37;1002;698;904;2619
IRL;Ireland;parliament;26.02.2016;2,72;2;157;Green;Green Party  – Comhaontas Glas;Green Party;2,435;37;1002;698;904;1573
IRL;Ireland;parliament;26.02.2016;0,35;1;157;one-seat;one seat;one seat;;37;1002;698;904;2298
IRL;Ireland;parliament;26.02.2016;2,18;0;157;RI;Renua Ireland;Renua Ireland;7,4;37;1002;698;904;2620
ITA;Italy;parliament;25.02.2013;25,42;292;617;PD;Partito Democratico;Democratic Party;2,6216;26;789;111;983;382
ITA;Italy;parliament;25.02.2013;25,55;108;617;M5S;Movimento 5 Stelle;Five Star Movement;2,5;26;789;111;983;2155
ITA;Italy;parliament;25.02.2013;21,56;97;617;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7,1459;26;789;111;983;596
ITA;Italy;parliament;25.02.2013;3,2;37;617;SL;Sinistra (Ecologia) Libertà;Left (Ecology) Freedom;1,2;26;789;111;983;465
ITA;Italy;parliament;25.02.2013;8,3;37;617;SC;Scelta Civica;Civic Choice;6;26;789;111;983;2156
ITA;Italy;parliament;25.02.2013;4,08;18;617;LN;Lega Nord;North League;7,8007;26;789;111;983;1436
ITA;Italy;parliament;25.02.2013;1,95;9;617;FdI-CN;Fratelli d'Italia – Centrodestra Nazionale;Brothers of Italy -- National Centre-right;7,4;26;789;111;983;2154
ITA;Italy;parliament;25.02.2013;1,78;8;617;UC;Unione / Centro;Union / Centre;6,1092;26;789;111;983;226
ITA;Italy;parliament;25.02.2013;0,49;6;617;CD;Centro Democratico; Democratic Centre;6;26;789;111;983;2153
ITA;Italy;parliament;25.02.2013;0,43;5;617;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5,4;26;789;111;983;1030
ITA;Italy;parliament;25.02.2013;2,25;0;617;RC;Rivoluzione Civile;Civil Revolution;1,2;26;789;111;983;2157
ITA;Italy;parliament;25.02.2013;1,11;0;617;FiD;Fermare il Declino;Stop the Decline;6;26;789;111;983;2158
ITA;Italy;parliament;25.02.2013;;0;617;FLI;Futuro e libertà per l'Italia;Future and Freedom for Italy;7,4;26;789;111;983;1477
LTU;Lithuania;parliament;09.10.2016;22,45;54;141;LVLS;Lietuvos valstiečių sąjunga;Lithuanian Peasant Union;3,2687;15;1009;786;1042;191
LTU;Lithuania;parliament;09.10.2016;22,63;31;141;TS-LK;Tėvynės Sąjunga;Homeland Union;7,4004;15;1009;786;1042;1045
LTU;Lithuania;parliament;09.10.2016;15,04;17;141;LSDP;Lietuvos socialdemokratų partija;Lithuanian Social Democratic Party;3,1972;15;1009;786;1042;1277
LTU;Lithuania;parliament;09.10.2016;9,45;14;141;LRLS;Lietuvos Respublikos Liberalų sąjūdis;Liberals Movement of the Republic of Lithuania;7,7562;15;1009;786;1042;482
LTU;Lithuania;parliament;09.10.2016;5,72;8;141;LLRA;Lietuvos lenkų rinkimų akcija;Election Action of Lithuania's Poles;3,865;15;1009;786;1042;28
LTU;Lithuania;parliament;09.10.2016;5,55;8;141;TT-LDP;Tvarka ir teisingumas – Liberalų Demokratų Partija;Order and Justice -- Liberal Democratic Party;5,2955;15;1009;786;1042;1421
LTU;Lithuania;parliament;09.10.2016;;4;141;none;no party affiliation;no party affiliation;;15;1009;786;1042;58
LTU;Lithuania;parliament;09.10.2016;4,88;2;141;DP;Darbo Partija;Labour Party;3,86;15;1009;786;1042;581
LTU;Lithuania;parliament;09.10.2016;6,32;1;141;LCP;Lietuvos Centro Partija;Lithuanian Centre Party;8,7;15;1009;786;1042;2635
LTU;Lithuania;parliament;09.10.2016;2,03;1;141;LZP;Lietuvos žalioji partija;Lithuanian Green Party;2,5;15;1009;786;1042;21
LTU;Lithuania;parliament;09.10.2016;1,8;1;141;one-seat;one seat;one seat;;15;1009;786;1042;652
LTU;Lithuania;parliament;09.10.2016;2,23;0;141;LLS;Lietuvos Laisvės Sąjunga (Liberalai);Lithuanian Freedom Union (Liberals);6;15;1009;786;1042;2634
LTU;Lithuania;parliament;09.10.2016;1,05;0;141;no-seat;no seat;no seat;;15;1009;786;1042;2636
LUX;Luxembourg;parliament;20.10.2013;33,68;23;60;CSV;Chrëschtlech Sozial Vollekspartei – Parti populaire chrétien social – Christlich Soziale Volkspartei;Christian Social People's Party;6,4474;7;803;172;1063;1234
LUX;Luxembourg;parliament;20.10.2013;18,25;13;60;DP;Demokratesch Partei – Parti Démocratique – Demokratische Partei;Democratic Party;6,5789;7;803;172;1063;967
