country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
ESP;Spain;parliament;2019-11-10;3,61;13;350;ERC;Esquerra Republicana de Catalunya;Republican Left of Catalonia;3,1072;27;1085;1046;1601;757
ESP;Spain;parliament;2019-11-10;6,8;10;350;Cs;Ciudadanos – Partido de la Ciudadanía;Citizens -- Party of the Citizenry;6;27;1085;1046;1601;2375
ESP;Spain;parliament;2019-11-10;2,19;8;350;CDC|JxCat;Convergència Democràtica | Junts per Catalunya;Democratic Convergence | Together for Catalonia;7,4;27;1085;1046;1601;2605
ESP;Spain;parliament;2019-11-10;2,26;7;350;ECP;En Comú Podem;In Common We Can;1,3;27;1085;1046;1601;2606
ESP;Spain;parliament;2019-11-10;1,56;6;350;PNV;Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea;Basque Nationalist Party;6,2144;27;1085;1046;1601;1361
ESP;Spain;parliament;2019-11-10;1,14;5;350;EHB;Euskal Herria Bildu;Basque Country Unite;;27;1085;1046;1601;2603
ESP;Spain;parliament;2019-11-10;0,41;2;350;NA+;Navarra Suma;Sum Navarre;7,4;27;1085;1046;1601;2723
ESP;Spain;parliament;2019-11-10;0,51;2;350;CC;Coalición Canaria;Canary Coalition;5,9789;27;1085;1046;1601;234
ESP;Spain;parliament;2019-11-10;0,78;2;350;EM|GCE;En Marea | Grupo Común da Esquerda;En Masse | Common Group of the Left;1,3;27;1085;1046;1601;2604
ESP;Spain;parliament;2019-11-10;1,02;2;350;CUP;Candidatura d'Unitat Popular;Popular Unity Candidacy;1,3;27;1085;1046;1601;2792
ESP;Spain;parliament;2019-11-10;1,46;2;350;Equo;Equo;Equo;2,5;27;1085;1046;1601;2804
ESP;Spain;parliament;2019-11-10;0,37;2;350;one-seat;one seat;one seat;;27;1085;1046;1601;2294
ESP;Spain;parliament;2019-11-10;0,5;1;350;BNG;Bloque Nacionalista Galego;Galician Nationalist Bloc;2,9117;27;1085;1046;1601;520
ESP;Spain;parliament;2019-11-10;0,73;1;350;C|AV;Compromís | A la valenciana;Compromise | A la valenciana;1,3;27;1085;1046;1601;2607
ESP;Spain;parliament;2019-11-10;0,94;0;350;PACMA;Partido Animalista Contra el Maltrato Animal;Animalist Party Against Mistreatment to Animals;;27;1085;1046;1601;2381
EST;Estonia;parliament;2019-03-03;28,9;34;101;ERe;Eesti Reformierakond;Estonian Reform Party;7,8969;75;1044;853;1495;113
EST;Estonia;parliament;2019-03-03;23,1;26;101;EK;Eesti Keskerakond;Estonian Centre Party;3,9562;75;1044;853;1495;1137
EST;Estonia;parliament;2019-03-03;17,8;19;101;ERa/EKR;Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond;People's Union of Estonia / Conservative People's Party;4,5812;75;1044;853;1495;417
EST;Estonia;parliament;2019-03-03;11,4;12;101;IRL;Erakond Isamaa ja Res Publica Liit;Union of Pro Patria and Res Publica;8,4962;75;1044;853;1495;1597
EST;Estonia;parliament;2019-03-03;9,8;10;101;SDE|M;Sotsiaaldemokraatlik Erakond | Mõõdukad;Social Democratic Party | Moderates;4,1915;75;1044;853;1495;1448
EST;Estonia;parliament;2019-03-03;4,4;0;101;E200;Erakond Eesti 200;Estonia 200;6;75;1044;853;1495;2720
EST;Estonia;parliament;2019-03-03;1,8;0;101;EER;Erakond Eestimaa Rohelised;Estonian Greens;2,5;75;1044;853;1495;219
EST;Estonia;parliament;2019-03-03;1,2;0;101;ELE;Elurikkuse Erakond;Richness of Life;2,5;75;1044;853;1495;2721
EST;Estonia;parliament;2019-03-03;1,2;0;101;EV;Eesti Vabaerakond;Free Party;7,4;75;1044;853;1495;2409
FIN;Finland;parliament;2019-04-14;17,7;40;200;SSDP;Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti;Social Democratic Party of Finland;3,5595;67;1045;855;1510;395
FIN;Finland;parliament;2019-04-14;17,5;39;200;SP|P;Suomen Puolue | Perussuomalaiset;Finnish Party | True Finns;6,6331;67;1045;855;1510;200
FIN;Finland;parliament;2019-04-14;17;38;200;KOK;Kansallinen Kokoomus – Samlingspartiet;National Coalition Party;7,2451;67;1045;855;1510;1118
FIN;Finland;parliament;2019-04-14;13,8;31;200;KESK;Keskusta;Centre Party;5,8027;67;1045;855;1510;94
FIN;Finland;parliament;2019-04-14;11,5;20;200;VIHR;Vihreä Liitto – Gröna Förbundet;Green League;3,6465;67;1045;855;1510;1062
FIN;Finland;parliament;2019-04-14;8,2;16;200;DL|VAS;Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ;Democratic Union | Left Alliance;2,1843;67;1045;855;1510;1292
FIN;Finland;parliament;2019-04-14;4,5;9;200;RKP-SFP;Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland;Swedish People's Party;6,3906;67;1045;855;1510;585
FIN;Finland;parliament;2019-04-14;3,9;5;200;KD;Kristillisdemokraatit – Kristdemokraterna;Christian Democrats;7,1884;67;1045;855;1510;1463
FIN;Finland;parliament;2019-04-14;0,38;1;200;AS;Åländsk Samlingin ääntä – Åländsk Samling;Aland Coalition;;67;1045;855;1510;66
FIN;Finland;parliament;2019-04-14;2,25;1;200;LN;Liike Nyt;Movement Now;6;67;1045;855;1510;2801
FIN;Finland;parliament;2019-04-14;0,97;0;200;UV|SIN;Uusi vaihtoehto | Sininen tulevaisuus;New Alternative | Blue Reform;8,8;67;1045;855;1510;2645
FRA;France;parliament;2017-06-18;28,21;308;577;REM;La République En Marche!;The Republic Onwards!;6;43;1014;782;1508;2643
FRA;France;parliament;2017-06-18;15,77;112;577;UMP|LR;Union pour un mouvement populaire | Les Républicains;Union for a Popular Movement | The Republicans;7,4997;43;1014;782;1508;658
FRA;France;parliament;2017-06-18;4,12;42;577;UDF|MD;Union pour la démocratie française | Mouvement démocrate;Union for French Democracy | Democratic Movement;6,1017;43;1014;782;1508;509
FRA;France;parliament;2017-06-18;7,44;30;577;PS;Parti socialiste;Socialist Party;3,2493;43;1014;782;1508;1539
FRA;France;parliament;2017-06-18;3,03;18;577;UDI;Union des démocrates et indépendants;Union of Democrats and Independents;7,4;43;1014;782;1508;2273
FRA;France;parliament;2017-06-18;11,03;17;577;FI;La France Insoumise;Unbowed France;1,3;43;1014;782;1508;2644
FRA;France;parliament;2017-06-18;1,6;12;577;gauche;divers gauche;other left;3,3;43;1014;782;1508;177
FRA;France;parliament;2017-06-18;2,72;10;577;PCF;Parti communiste française;French Communist Party;1,3741;43;1014;782;1508;686
FRA;France;parliament;2017-06-18;13,2;8;577;FN;Front national;National Front;9,6854;43;1014;782;1508;270
FRA;France;parliament;2017-06-18;2,76;6;577;droite;divers droite;other right;7,6583;43;1014;782;1508;285
FRA;France;parliament;2017-06-18;;5;577;none;sans étiquette;no party affiliation;;43;1014;782;1508;947
FRA;France;parliament;2017-06-18;0,47;3;577;PRG;Parti radical de gauche;Radical Party of the Left;4,0813;43;1014;782;1508;1492
FRA;France;parliament;2017-06-18;;3;577;etc;divers;others;;43;1014;782;1508;1328
FRA;France;parliament;2017-06-18;4,3;1;577;V;Les Verts;Greens;3,155;43;1014;782;1508;873
FRA;France;parliament;2017-06-18;1,17;1;577;DLR|DLF;Debout la république | Debout la France;Republic Arise | France Arise;7,4;43;1014;782;1508;2399
FRA;France;parliament;2017-06-18;0,3;1;577;ex-dro;extrême droite;other far-right;8,8;43;1014;782;1508;2079
FRA;France;parliament;2017-06-18;0,77;0;577;ex-gau;extrême gauche;other far-left;1,3;43;1014;782;1508;2083
GRC;Greece;parliament;2019-07-07;39,85;158;300;ND;Néa Đimokratía;New Democracy;6,7365;41;1078;992;1593;47
GRC;Greece;parliament;2019-07-07;31,53;86;300;SYRIZA;Synaspismós Rizospastikís Aristerás;Coalition of the Radical Left;2,8947;41;1078;992;1593;1592
GRC;Greece;parliament;2019-07-07;8,1;22;300;PASOK;Panellinio Sosialistikó Kínima;Panhellenic Socialist Movement;4,4968;41;1078;992;1593;1338
GRC;Greece;parliament;2019-07-07;5,3;15;300;KKE;Kommounistikó Kómma Elládas;Communist Party of Greece;1,253;41;1078;992;1593;614
GRC;Greece;parliament;2019-07-07;3,7;10;300;EL;Elliniki Lisi;Greek Solution;7,4;41;1078;992;1593;2780
GRC;Greece;parliament;2019-07-07;3,44;9;300;MR25;European Realistic Disobedience Front [MeRa25];European Realistic Disobedience Front [MeRa25];1,3;41;1078;992;1593;2742
GRC;Greece;parliament;2019-07-07;2,93;0;300;LS-CA;Laikos Syndesmos – Chrysi Avg;Peoples Association -- Golden Dawn;8,8;41;1078;992;1593;2092
GRC;Greece;parliament;2019-07-07;1,46;0;300;LE|PE;Laïkí Enótita | Plefsi Eleftherias;Popular Unity | Course of Freedom;1,3;41;1078;992;1593;2596
GRC;Greece;parliament;2019-07-07;1,24;0;300;EK;Enosi Kentroon;Union of Centrists;3,3;41;1078;992;1593;2165
HRV;Croatia;parliament;2016-09-11;35,17;61;151;HDZ;Hrvatska demokratska zajednica;Croatian Democratic Union;7,1053;62;1007;1001;1408;276
HRV;Croatia;parliament;2016-09-11;32,18;39;151;SPH;Socijaldemokratska partija Hrvatske;Social Democratic Party of Croatia;3,2456;62;1007;1001;1408;1493
HRV;Croatia;parliament;2016-09-11;9,43;13;151;Most;Most nezavisnih lista;Bridge of Independent Lists;7,4;62;1007;1001;1408;2615
HRV;Croatia;parliament;2016-09-11;;9;151;HNS;Hrvatska narodna stranka – Liberalni demokrati;Croatian People's Party -- Liberal Democrats;1,8421;62;1007;1001;1408;1384
HRV;Croatia;parliament;2016-09-11;5,92;8;151;ZiZi;Živi zid;Human Shield ;8,8;62;1007;1001;1408;2612
HRV;Croatia;parliament;2016-09-11;;5;151;HSS;Hrvatska seljačka stranka;Croatian Peasant Party;6,2281;62;1007;1001;1408;1465
HRV;Croatia;parliament;2016-09-11;1,92;5;151;ethnic;ethnic;ethnic;;62;1007;1001;1408;2192
HRV;Croatia;parliament;2016-09-11;2,18;3;151;IDS;Istarski demokratski sabor;Istrian Democratic Assembly;3,4211;62;1007;1001;1408;1627
HRV;Croatia;parliament;2016-09-11;;3;151;SDSS;Samostalna demokratska srpska stranka; Independent Democratic Serb Party;3,3;62;1007;1001;1408;2133
HRV;Croatia;parliament;2016-09-11;3,84;2;151;MB;Milan Bandić 365 – Stranka rada i solidarnosti;Milan Bandic 365 -- The Party of Labour and Solidarity;3,3;62;1007;1001;1408;2628
HRV;Croatia;parliament;2016-09-11;;1;151;HSU;Hrvatska stranka umirovljenika;Croatian Party of Pensioners;;62;1007;1001;1408;2134
HRV;Croatia;parliament;2016-09-11;1,19;1;151;HDSSB;Hrvatski demokratski savez Slavonije i Baranje;Croatian Democratic Alliance of Slavonia and Baranja;8,8;62;1007;1001;1408;2135
HRV;Croatia;parliament;2016-09-11;0,26;1;151;one-seat;one seat;one seat;;62;1007;1001;1408;2295
HUN;Hungary;parliament;2018-04-08;;117;199;Fi-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz -- Hungarian Civic Union;6,5432;39;1023;814;1104;921
HUN;Hungary;parliament;2018-04-08;19,06;26;199;Jobbik;Jobbik Magyarországért Mozgalom;Jobbik Movement for a Better Hungary;8,8;39;1023;814;1104;600
HUN;Hungary;parliament;2018-04-08;11,91;20;199;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2,8743;39;1023;814;1104;1591
HUN;Hungary;parliament;2018-04-08;;16;199;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7,4;39;1023;814;1104;434
HUN;Hungary;parliament;2018-04-08;5,37;9;199;DK;Demokratikus Koalíció;Democratic Coalition;3,3;39;1023;814;1104;1970
HUN;Hungary;parliament;2018-04-08;7,06;8;199;LMP;Lehet Más a Politika;Politics Can Be Different;2,5;39;1023;814;1104;403
HUN;Hungary;parliament;2018-04-08;0,46;1;199;one-seat;one seat;one seat;;39;1023;814;1104;952
HUN;Hungary;parliament;2018-04-08;0,66;1;199;Egyutt;Együtt – A Korszakváltók Pártja;Together -- Party for a New Era;3,3;39;1023;814;1104;2318
HUN;Hungary;parliament;2018-04-08;;1;199;FKgP;Független Kisgazda Párt;Independent Small Holders Party;9,0186;39;1023;814;1104;870
HUN;Hungary;parliament;2018-04-08;3,06;0;199;MM;Momentum Mozgalom;Momentum Movement;7,4;39;1023;814;1104;2659
HUN;Hungary;parliament;2018-04-08;1,73;0;199;MKKP;Magyar Kétfarkú Kutya Párt;Hungarian Two-tailed Dog Party;;39;1023;814;1104;2660
HUN;Hungary;parliament;2018-04-08;49,28;133;199;Fi+KDNP;Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt;Fidesz -- Hungarian Civic Party / Christian Democratic People's Party;6,5432;39;1023;814;1104;437
IRL;Ireland;parliament;2020-02-08;22,18;38;160;FF;Fianna Fáil;Fianna Fail;6,0713;37;1088;1002;1511;280
IRL;Ireland;parliament;2020-02-08;24,53;37;160;SF;Sinn Féin;Sinn Fein;2,7935;37;1088;1002;1511;2217
IRL;Ireland;parliament;2020-02-08;20,86;35;160;FG;Fine Gael;Fine Gael (Familiy of the Irish);6,4372;37;1088;1002;1511;1393
IRL;Ireland;parliament;2020-02-08;12,2;19;160;none;no party affiliation;no party affiliation;;37;1088;1002;1511;30
IRL;Ireland;parliament;2020-02-08;7,13;12;160;Green;Green Party  – Comhaontas Glas;Green Party;2,435;37;1088;1002;1511;1573
IRL;Ireland;parliament;2020-02-08;4,38;6;160;Lab;Labour Party;Labour Party;3,6252;37;1088;1002;1511;318
IRL;Ireland;parliament;2020-02-08;2,9;6;160;DS;Daonlathaigh Shóisialta;Social Democrats ;3,3;37;1088;1002;1511;2619
IRL;Ireland;parliament;2020-02-08;2,63;5;160;D-PRB;Dlúthphartíocht – Pobal Roimh Bhrabús;Solidarity -- People Before Profit;1,3;37;1088;1002;1511;2776
IRL;Ireland;parliament;2020-02-08;1,9;1;160;A;Aontú;Aontu;7,4;37;1088;1002;1511;2795
IRL;Ireland;parliament;2020-02-08;0,39;1;160;IC;Independents 4 Change;Independents 4 Change;1,3;37;1088;1002;1511;2621
ITA;Italy;parliament;2018-03-04;33,33;227;630;M5S;Movimento 5 Stelle;Five Star Movement;;26;1024;789;1501;2155
ITA;Italy;parliament;2018-03-04;17,39;124;630;LN;Lega Nord;North League;7,8007;26;1024;789;1501;1436
ITA;Italy;parliament;2018-03-04;18,76;112;630;PD;Partito Democratico;Democratic Party;2,6216;26;1024;789;1501;382
ITA;Italy;parliament;2018-03-04;14;106;630;FI-PdL;Forza Italia – Il Popolo della Libertà;Go Italy -- The People of Freedom;7,1459;26;1024;789;1501;596
ITA;Italy;parliament;2018-03-04;4,35;31;630;FdI-CN;Fratelli d'Italia – Centrodestra Nazionale;Brothers of Italy -- National Centre-right;7,4;26;1024;789;1501;2154
ITA;Italy;parliament;2018-03-04;3,39;14;630;S;Sinistra;Left;1,3;26;1024;789;1501;465
ITA;Italy;parliament;2018-03-04;1,34;4;630;UC;Unione / Centro;Union / Centre;6,1092;26;1024;789;1501;226
ITA;Italy;parliament;2018-03-04;0,41;4;630;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5,4;26;1024;789;1501;1030
ITA;Italy;parliament;2018-03-04;0,54;2;630;IdV;Italia dei Valori;Italy of Values;4,8712;26;1024;789;1501;693
ITA;Italy;parliament;2018-03-04;2,76;2;630;#ІМ’Я?;#ІМ’Я?;More Europe;6;26;1024;789;1501;2737
ITA;Italy;parliament;2018-03-04;;1;630;CD;Centro Democratico; Democratic Centre;6;26;1024;789;1501;2153
ITA;Italy;parliament;2018-03-04;0,58;1;630;one-seat;one seat;one seat;;26;1024;789;1501;2302
ITA;Italy;parliament;2018-03-04;0,33;1;630;AIE;Associativo Italiani all'Estero;Associative Italians Abroad;;26;1024;789;1501;927
