country_name_short;country_name;election_type;election_date;vote_share;seats;seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;previous_parliament_election_id;previous_cabinet_id;party_id
BEL;Belgium;parliament;2010-06-13;4,8;8;150;Ecolo;Écologistes Confédérés pour l'organisation de luttes originales;Confederated ecologists for the organisation of original struggles;2,641023387;64;486;401;431;161
BEL;Belgium;parliament;2010-06-13;4,38;5;150;AGL-Gr;Agalev – Groen;Agalev -- Groen;2,576150093;64;486;401;431;1594
BEL;Belgium;parliament;2010-06-13;2,31;1;150;LD;Lijst Dedecker;List Dedecker;;64;486;401;431;221
BEL;Belgium;parliament;2010-06-13;1,29;1;150;Pp;Parti populaire;People's Party;;64;486;401;431;438
BEL;Belgium;parliament;2010-06-13;1,55;0;150;PA/PT;Partij van de Arbeid – Parti du Travail de Belgique;Workers' Party of Belgium;;64;486;401;431;256
BGR;Bulgaria;parliament;2009-07-05;39,72;116;240;GERB;Grazhdani za evropeysko razvitie na Balgariya;Citizens for European Development of Bulgaria;;10;79;618;425;1541
BGR;Bulgaria;parliament;2009-07-05;17,7;40;240;KzB;Koalicija za Balgarija;Coalition for Bulgaria;2,79;10;79;618;425;1160
BGR;Bulgaria;parliament;2009-07-05;14,45;38;240;DPS;Dvizhenie za prava i svobodi;Movement for Rights and Freedoms;4,582791053;10;79;618;425;1286
BGR;Bulgaria;parliament;2009-07-05;9,36;21;240;ATA;Natsionalen Sǎyuz Ataka;National Union Attack;5,46;10;79;618;425;535
BGR;Bulgaria;parliament;2009-07-05;6,76;15;240;BC;Sinyata koalitsia;Blue Coalition;;10;79;618;425;1254
BGR;Bulgaria;parliament;2009-07-05;4,13;10;240;PPS;Porządek, Prawo i Sprawiedliwość;Order, Law and Justice;;10;79;618;425;636
BGR;Bulgaria;parliament;2009-07-05;3,02;0;240;NDSV;Natsionalno Dvizhenie Simeon Vtori;National Movement Simeon II;5,756746488;10;79;618;425;544
BGR;Bulgaria;parliament;2009-07-05;3,26;0;240;LR;Lider;Lider;;10;79;618;425;566
CYP;Cyprus;parliament;2011-05-22;34,28;20;56;DISY;Dimokratikós Sinayermós;Democratic Rally;8,684210526;51;701;556;908;1575
CYP;Cyprus;parliament;2011-05-22;32,67;19;56;AKEL;Anorthotikó Kómma Ergazómenou Laoú;Progressive Party of Working People;1,052631579;51;701;556;908;572
CYP;Cyprus;parliament;2011-05-22;15,76;9;56;DIKO;Dimokratikó Kómma;Democratic Party;5,131578947;51;701;556;908;851
CYP;Cyprus;parliament;2011-05-22;8,93;5;56;EDEK;Kinima Sosialdimokraton EDEK;Movement for Social Democracy EDEK;3,289473684;51;701;556;908;945
CYP;Cyprus;parliament;2011-05-22;3,88;2;56;EK;Evropaiko Komma;European Party;;51;701;556;908;491
CYP;Cyprus;parliament;2011-05-22;2,21;1;56;KOP;Kinima Oikologoi Perivallontistoi;Ecological and Environmental Movement;5,789473684;51;701;556;908;1621
CYP;Cyprus;parliament;2011-05-22;1,08;0;56;ELAM;Ethniko Laiko Metopo;National Popular Front;;51;701;556;908;1768
CZE;Czech Republic;parliament;2010-05-29;22,08;56;200;CSSD;Česká strana sociálně demokratická;Czech Social Democratic Party;3,046286578;68;599;50;157;789
CZE;Czech Republic;parliament;2010-05-29;20,22;53;200;ODS;Občanská demokratická strana;Civic Democratic Party;7,36372807;68;599;50;157;829
CZE;Czech Republic;parliament;2010-05-29;16,7;41;200;TOP09;Tradice Odpovědnost Prosperita 09;Tradition Responsibility Prosperity 09;;68;599;50;157;2
CZE;Czech Republic;parliament;2010-05-29;11,27;26;200;KSCM;Komunistická strana Cech a Moravy;Communist Party of Bohemia and Moravia;0,749809935;68;599;50;157;1173
CZE;Czech Republic;parliament;2010-05-29;10,88;24;200;VV;Věci veřejné;Public Affairs;;68;599;50;157;336
CZE;Czech Republic;parliament;2010-05-29;4,33;0;200;SPOZ;Strana práv občanů – Zemanovci;Party of Civic Rights -- Zemanovci;;68;599;50;157;406
CZE;Czech Republic;parliament;2010-05-29;3,67;0;200;S-JB;Suverenita – blok Jany Bobošíkové;Sovereignty -- Jana Bobosikova Bloc;;68;599;50;157;1613
CZE;Czech Republic;parliament;2010-05-29;2,44;0;200;SZ;Strana zelených;Green Party;4,122982473;68;599;50;157;196
CZE;Czech Republic;parliament;2010-05-29;4,39;0;200;KDU/CSL;Křesťanská a demokratická unie / Československá strana lidová;Christian Democratic Union / People's Party;5,809897717;68;599;50;157;1245
CZE;Czech Republic;parliament;2010-05-29;1,14;0;200;DSSS;Dělnická strana sociální spravedlnosti;Workers' Party of Social Justice;;68;599;50;157;795
DEU;Germany;parliament;2009-09-27;27,3;194;622;CDU;Christlich Demokratische Union;Christian Democratic Union;6,250282644;54;93;118;85;808
DEU;Germany;parliament;2009-09-27;23;146;622;SPD;Sozialdemokratische Partei Deutschlands;Social Democratic Party of Germany;3,645090128;54;93;118;85;558
DEU;Germany;parliament;2009-09-27;14,6;93;622;FDP;Freie Demokratische Partei;Free Democratic Party;5,923316238;54;93;118;85;543
DEU;Germany;parliament;2009-09-27;11,9;76;622;Linke;Die Linke;The Left;1,215201433;54;93;118;85;1227
DEU;Germany;parliament;2009-09-27;10,7;68;622;Grue;Bündnis 90 / Die Grünen;Alliance 90 / Greens;2,930823573;54;93;118;85;772
DEU;Germany;parliament;2009-09-27;6,5;45;622;CSU;Christlich Soziale Union;Christian Social Union;7,287134443;54;93;118;85;1180
DEU;Germany;parliament;2009-09-27;2;0;622;Pirat;Piratenpartei Deutschland;German Pirate Party;;54;93;118;85;865
DEU;Germany;parliament;2009-09-27;1,5;0;622;NPD;Nationaldemokratische Partei Deutschlands;National Democratic Party;9,824561069;54;93;118;85;1537
DNK;Denmark;parliament;2011-09-15;26,41;47;179;V;Venstre;Liberal Party of Denmark;7,291960685;21;722;174;71;1605
DNK;Denmark;parliament;2011-09-15;24,51;44;179;Sd;Socialdemokraterne;Social Democrats;3,801076511;21;722;174;71;1629
DNK;Denmark;parliament;2011-09-15;12,17;22;179;DF;Dansk Folkeparti;Danish Peoples Party;8,226876734;21;722;174;71;1418
DNK;Denmark;parliament;2011-09-15;9,38;17;179;RV;Det Radikale Venstre;Danish Social-Liberal Party;4,873600272;21;722;174;71;211
DNK;Denmark;parliament;2011-09-15;9,09;16;179;SF;Socialistisk Folkeparti;Socialist Peoples Party;2,134717564;21;722;174;71;1644
DNK;Denmark;parliament;2011-09-15;6,6;12;179;Enh;Enhedslisten / De Rød-Grønne;Red-Green Alliance;0,891228065;21;722;174;71;306
DNK;Denmark;parliament;2011-09-15;4,92;9;179;NLA;Ny/Liberal Alliance;New/Liberal Alliance;;21;722;174;71;376
DNK;Denmark;parliament;2011-09-15;4,88;8;179;KF;Konservative;Conservatives;7,218563579;21;722;174;71;590
DNK;Denmark;parliament;2011-09-15;0,28;1;179;IA;Inuit Ataqatigiit;Community of the People;;21;722;174;71;1891
DNK;Denmark;parliament;2011-09-15;0,24;1;179;Si;Siumut;Forward (Greenland);;21;722;174;71;74
DNK;Denmark;parliament;2011-09-15;0,18;1;179;Sbf;Sambandsflokkurin;Union Party (Faroe Islands);;21;722;174;71;1892
DNK;Denmark;parliament;2011-09-15;0,12;1;179;Jf;Javnaðarflokkurin;Social Democratic Party (Faroe Islands);;21;722;174;71;1894
DNK;Denmark;parliament;2011-09-15;0,78;0;179;KrF;Kristeligt Folkeparti;Christian People's Party;5,698235895;21;722;174;71;1331
ESP;Spain;parliament;2011-11-20;41,9;170;350;PP;Partido Popular;Popular Party;7,596891528;27;777;500;497;645
ESP;Spain;parliament;2011-11-20;25,32;96;350;PSOE;Partido Socialista Obrero Español;Spanish Socialist Workers Party;3,737737014;27;777;500;497;902
ESP;Spain;parliament;2011-11-20;4,23;16;350;CiU;Convergència i Unió;Convergence and Unity;6,256403279;27;777;500;497;894
ESP;Spain;parliament;2011-11-20;3,84;14;350;PSC-PSOE;Partit dels Socialistes de Catalunya;Socialists' Party of Catalonia;;27;777;500;497;1974
ESP;Spain;parliament;2011-11-20;7,02;11;350;IU/PCE;Izquierda Unida / Partido Communista;United Left / Communist Party;2,018254085;27;777;500;497;118
ESP;Spain;parliament;2011-11-20;1,41;8;350;PAR;Partido Aragonés Regionalista;Aragonese Regionalist Party;7,190909004;27;777;500;497;1221
ESP;Spain;parliament;2011-11-20;1,39;7;350;A;Amaiur;Amaiur;;27;777;500;497;1975
ESP;Spain;parliament;2011-11-20;1,41;6;350;EU;Extremadura Unida;United Extremadura;;27;777;500;497;1976
ESP;Spain;parliament;2011-11-20;4,76;5;350;UPyD;Unión Progreso y Democracia;Union, Progress and Democracy;;27;777;500;497;551
ESP;Spain;parliament;2011-11-20;1,35;5;350;PNV;Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea;Basque National Party;6,214395712;27;777;500;497;1361
ESP;Spain;parliament;2011-11-20;1,02;3;350;ERC;Esquerra Republicana de Catalunya;Republican Left of Catalonia;3,107222249;27;777;500;497;757
ESP;Spain;parliament;2011-11-20;0,77;2;350;BNG;Bloque Nacionalista Galego;Galician Nationalist Block;2,911666667;27;777;500;497;520
ESP;Spain;parliament;2011-11-20;0,6;2;350;CC;Coalición Canaria;Canary Coalition;5,978888836;27;777;500;497;234
ESP;Spain;parliament;2011-11-20;0,52;2;350;UPN;Union del Pueblo Navarro;Navarrese Peoples Union;;27;777;500;497;1630
ESP;Spain;parliament;2011-11-20;0,52;1;350;etc;others;others;;27;777;500;497;1377
ESP;Spain;parliament;2011-11-20;0,41;1;350;FAC;Foro de Ciudadanos;Asturian Forum;;27;777;500;497;1978
ESP;Spain;parliament;2011-11-20;0,18;1;350;GBAI;Geroa Bai;Yes to the future;;27;777;500;497;1979
ESP;Spain;parliament;2011-11-20;0,73;0;350;no-seat;no seats;no seats;;27;777;500;497;2056
EST;Estonia;parliament;2011-03-06;28,6;33;101;ERe;Eesti Reformierakond;Estonian Reform Party;7,896909082;75;699;83;902;113
EST;Estonia;parliament;2011-03-06;23,3;26;101;EK;Eesti Keskerakond;Centre Party of Estonia;3,956223821;75;699;83;902;1137
EST;Estonia;parliament;2011-03-06;20,5;23;101;IRL;Erakond Isamaa ja Res Publica Liit;Union of Pro Patria and Res Publica;8,496240315;75;699;83;902;1597
EST;Estonia;parliament;2011-03-06;17,1;19;101;SDE-M;Sotsiaaldemokraatlik Erakond – Mõõdukad;Social Democratic Party -- Moderates;4,191534463;75;699;83;902;1448
EST;Estonia;parliament;2011-03-06;3,8;0;101;EER;Erakonna Eestimaa Rohelised;Estonian Greens;5,555555556;75;699;83;902;219
EST;Estonia;parliament;2011-03-06;2,1;0;101;ERa;Eestimaa Rahvalliit;People's Union of Estonia;4,581203079;75;699;83;902;417
FIN;Finland;parliament;2011-04-17;20,4;44;200;KOK;Kansallinen Kokoomus – Samlingspartiet;National Coalition Party;7,245056727;67;700;314;383;1118
FIN;Finland;parliament;2011-04-17;19,1;42;200;SSDP;Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti;Social Democratic Party of Finland;3,559517084;67;700;314;383;395
FIN;Finland;parliament;2011-04-17;19,1;39;200;SP-P;Suomen Puolue – Perussuomalaiset;Finnish Party -- True Finns;6,633070214;67;700;314;383;200
FIN;Finland;parliament;2011-04-17;15,8;35;200;KESK;Keskusta;Centre Party;5,802690043;67;700;314;383;94
FIN;Finland;parliament;2011-04-17;8,1;14;200;VAS;Vasemmistoliitto – Vänsterförbundet;Left Alliance;2,261191924;67;700;314;383;1427
FIN;Finland;parliament;2011-04-17;7,3;10;200;VIHR;Vihreä Liitto – Gröna Förbundet;Green League;3,646472078;67;700;314;383;1062
FIN;Finland;parliament;2011-04-17;4,3;9;200;RKP-SFP;Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland;Swedish People's Party;6,390567079;67;700;314;383;585
FIN;Finland;parliament;2011-04-17;4;6;200;KD;Suomen Kristillisdemokraatit – Kristdemokraterna i Finland;Finnish Christian Union;7,188413939;67;700;314;383;1463
FIN;Finland;parliament;2011-04-17;0,2;1;200;AS;Åländsk Samlingin ääntä – Åländsk Samling;Aland Coalition;;67;700;314;383;66
FIN;Finland;parliament;2011-04-17;0,5;0;200;no-seat;no seats;no seats;;67;700;314;383;2054
FRA;France;parliament;2012-06-10;29,35;280;577;PS;Parti socialiste;Socialist Party;3,249269848;43;782;171;1037;1539
FRA;France;parliament;2012-06-10;27,12;194;577;UMP;Union pour un mouvement populaire;Union for a Popular Movement;7,499746059;43;782;171;1037;658
FRA;France;parliament;2012-06-10;3,4;22;577;gauche;divers gauche;others left;;43;782;171;1037;177
FRA;France;parliament;2012-06-10;5,46;17;577;V;Les Verts;Greens;3,155015859;43;782;171;1037;873
FRA;France;parliament;2012-06-10;3,51;15;577;droite;divers droite;other right;7,658333302;43;782;171;1037;285
FRA;France;parliament;2012-06-10;1,65;12;577;PRG;Parti radical de gauche;Radical Party of the Left;4,081309473;43;782;171;1037;1492
FRA;France;parliament;2012-06-10;2,2;12;577;NC;Nouveau centre;New Centre;;43;782;171;1037;1058
FRA;France;parliament;2012-06-10;6,91;10;577;PCF;Parti communiste française;French Communist Party;1,374063485;43;782;171;1037;686
FRA;France;parliament;2012-06-10;1,24;6;577;PR;Parti radical;Radical Party;;43;782;171;1037;2081
FRA;France;parliament;2012-06-10;0,56;2;577;reg; régionalistes;regional;;43;782;171;1037;2082
FRA;France;parliament;2012-06-10;1,77;2;577;MoDem;Mouvement démocrate;Democratic Movement;;43;782;171;1037;937
FRA;France;parliament;2012-06-10;0,6;2;577;AC;Alliance centriste;Centrist Alliance;;43;782;171;1037;2078
FRA;France;parliament;2012-06-10;13,6;2;577;FN;Front National;National Front;9,685428566;43;782;171;1037;270
FRA;France;parliament;2012-06-10;0,19;1;577;exd;extrême droite;other far-right;;43;782;171;1037;2079
FRA;France;parliament;2012-06-10;0,96;0;577;no-seat;no seats;no seats;;43;782;171;1037;2080
GRC;Greece;parliament;2012-06-17;29,66;129;300;ND;Néa Đimokratía;New Democracy;6,736475615;41;784;783;1039;47
GRC;Greece;parliament;2012-06-17;26,89;71;300;SRA;Synaspismós Rizospastikís Aristerás;Coalition of the Radical Left;2,894736842;41;784;783;1039;1592
GRC;Greece;parliament;2012-06-17;12,28;33;300;PASOK;Panellinio Sosialistikó Kínima;Panhellenic Socialist Movement;4,496776316;41;784;783;1039;1338
GRC;Greece;parliament;2012-06-17;7,51;20;300;AE;Anexartitoi Ellines;Independent Greeks;;41;784;783;1039;2091
GRC;Greece;parliament;2012-06-17;6,92;18;300;LS-CA;Laikos Syndesmos - Chrysi Avg;People’s Association – Golden Dawn;;41;784;783;1039;2092
GRC;Greece;parliament;2012-06-17;6,26;17;300;DIMAR;Dimokratiki Aristera;Democratic Left;;41;784;783;1039;2093
GRC;Greece;parliament;2012-06-17;4,5;12;300;KKE;Kommounistikó Kómma Elládas;Communist Party of Greece;1,252951141;41;784;783;1039;614
GRC;Greece;parliament;2012-06-17;1,59;0;300;DX;Dimiourgia Xana;Recreate Greece;;41;784;783;1039;2095
GRC;Greece;parliament;2012-06-17;1,58;0;300;LAOS;Laïkós Orthódoxos Synagermós;Popular Orthodox Rally;9,11;41;784;783;1039;1179
HUN;Hungary;parliament;2010-04-25;;227;386;Fides-MPSz;Fidesz – Magyar Polgári Szövetség;Fidesz-Hungarian Civic Union;6,543247655;39;688;194;162;921
HUN;Hungary;parliament;2010-04-25;19,3;59;386;MSZP;Magyar Szocialista Párt;Hungarian Socialist Party;2,874273171;39;688;194;162;1591
HUN;Hungary;parliament;2010-04-25;16,67;47;386;MIEP-Jobbik;Magyar Igazság és Élet Pártja – Jobbik a Harmadik Út;Hungarian Justice and Life Party -- Jobbik and Third Way Alliance;9,606461933;39;688;194;162;584
HUN;Hungary;parliament;2010-04-25;;36;386;KDNP;Kereszténydemokrata Néppárt;Christian Democratic People's Party;7,4;39;688;194;162;434
HUN;Hungary;parliament;2010-04-25;7,48;16;386;LMP;Lehet Más a Politika;Politics Can Be Different;;39;688;194;162;403
HUN;Hungary;parliament;2010-04-25;;1;386;none;független;no party affiliation;;39;688;194;162;1617
HUN;Hungary;parliament;2010-04-25;2,18;0;386;MDF;Magyar Demokrata Fórum;Hungarian Democratic Forum;6,482573099;39;688;194;162;546
HUN;Hungary;parliament;2010-04-25;52,73;263;386;Fidesz/KDNP;Fidesz – Magyar Polgári Szövetség / Kereszténydemokrata Néppárt;Fidesz -- Hungarian Civic Party / Christian Democratic People’s Party;6,543247655;39;688;194;162;437
IRL;Ireland;parliament;2011-02-25;36,1;76;166;FG;Fine Gael;Fine Gael (Familiy of the Irish);6,43723825;37;698;190;173;1393
IRL;Ireland;parliament;2011-02-25;19,4;37;166;Lab;Páirti Lucht Oibre;Labour Party;3,625158147;37;698;190;173;318
IRL;Ireland;parliament;2011-02-25;17,4;20;166;FF;Fianna Fáil;Fianna Fail (Soldiers of Destiny);6,071346702;37;698;190;173;280
IRL;Ireland;parliament;2011-02-25;12,6;15;166;none;no party affiliation;no party affiliation;;37;698;190;173;30
IRL;Ireland;parliament;2011-02-25;9,9;14;166;SF;Sinn Féin;Sinn Fein;2,793522383;37;698;190;173;433
IRL;Ireland;parliament;2011-02-25;1,2;2;166;SP;Páirtí Sóisialach;Socialist Party;1,333333373;37;698;190;173;1014
IRL;Ireland;parliament;2011-02-25;1;2;166;PBPA;People Before Profit Alliance;People Before Profit Alliance;;37;698;190;173;1804
IRL;Ireland;parliament;2011-02-25;1,8;0;166;Greens;Green Party-Comhaontas Glas;Green Party;2,435028386;37;698;190;173;1573
ITA;Italy;parliament;2008-04-13;38,21;276;630;IPdL;Il Popolo della Libertà;The People of Freedom;7,145911299;26;111;107;117;51
ITA;Italy;parliament;2008-04-13;34,01;217;630;PD;Partito Democratico;Democratic Party;2,867912109;26;111;107;117;382
ITA;Italy;parliament;2008-04-13;8,29;60;630;LN;Lega Nord;North League;7,800738459;26;111;107;117;1436
ITA;Italy;parliament;2008-04-13;5,84;36;630;UdC;Unione di Centro;Union of the Centre;6,109161921;26;111;107;117;737
ITA;Italy;parliament;2008-04-13;4,48;29;630;IdV;Italia dei Valori;Italy of Values;4,871208618;26;111;107;117;693
ITA;Italy;parliament;2008-04-13;1,12;8;630;MpA;Movimento per l'Autonomia;Movement for Autonomy;;26;111;107;117;1040
ITA;Italy;parliament;2008-04-13;0,4;2;630;SVP;Südtiroler Volkspartei;South Tyrol Peoples Party;5,400000095;26;111;107;117;1030
ITA;Italy;parliament;2008-04-13;0,23;1;630;MAIE;Movimento Associativo Italiani all'Estero;Associative Movement Italians Abroad;;26;111;107;117;927
ITA;Italy;parliament;2008-04-13;0,08;1;630;ALD;Autonomie Liberté Démocratie;Autonomy Liberty Democracy;;26;111;107;117;1063
ITA;Italy;parliament;2008-04-13;1,06;0;630;PSI;Partito Socialista Italiano;Italian Socialist Party (2007);;26;111;107;117;175
ITA;Italy;parliament;2008-04-13;3,16;0;630;LSLA;La Sinistra L'Arcobaleno;The Left The Rainbow;;26;111;107;117;1437
ITA;Italy;parliament;2008-04-13;2,46;0;630;LDFT;La Destra Fiamma Tricolore;The Right Tricolor Flame;;26;111;107;117;807
LTU;Lithuania;parliament;2008-10-12;19,6;44;141;TS-LKD;Tėvynės sąjunga – Lietuvos krikščionys demokratai;Homeland Union -- Lithuanian Christian Democrats;7,756232713;15;646;214;579;293
LTU;Lithuania;parliament;2008-10-12;11,8;26;141;LSDP;Lietuvos socialdemokratų partija;Lithuanian Social Democratic Party;3,197229877;15;646;214;579;1277
LTU;Lithuania;parliament;2008-10-12;15,1;16;141;TPP;Tautos prisikėlimo partija;National Resurrection Party;;15;646;214;579;1502
LTU;Lithuania;parliament;2008-10-12;12,7;15;141;TT-LDP;Tvarka ir teisingumas – Liberalų Demokratų Partija;Order and Justice -- Liberal Democratic Party;5,295497188;15;646;214;579;1421
LTU;Lithuania;parliament;2008-10-12;5,7;11;141;LRLS;Lietuvos Respublikos Liberalų sąjūdis;Liberals' Movement of the Republic of Lithuania;7,756232713;15;646;214;579;482
LTU;Lithuania;parliament;2008-10-12;9;10;141;DP;Darbo Partija;Labour Party;3,86;15;646;214;579;581
LTU;Lithuania;parliament;2008-10-12;5,3;8;141;LiCS;Liberalų ir centro sąjunga;Liberal and Centre Union;7,756232713;15;646;214;579;983
LTU;Lithuania;parliament;2008-10-12;;4;141;none;no party affiliation;no party affiliation;;15;646;214;579;58
LTU;Lithuania;parliament;2008-10-12;4,8;3;141;LLRA;Lietuvos lenkų rinkimų akcija;Election Action of Lithuania's Poles;3,865;15;646;214;579;28
LTU;Lithuania;parliament;2008-10-12;3,7;3;141;LVLS;Lietuvos valstiečių liaudininkų sąjunga;Lithuanian Peasant Popular Union;3,26869814;15;646;214;579;191
LTU;Lithuania;parliament;2008-10-12;3,7;1;141;NS;Naujoji sąjunga (socialliberalai);New Union;4,268642589;15;646;214;579;856
LUX;Luxembourg;parliament;2009-06-07;38,04;26;60;CSV;Chrëschtlech Sozial Vollekspartei – Parti populaire chrétien social – Christlich Soziale Volkspartei;Christian Social People's Party;6,447368421;7;172;383;12;1234
LUX;Luxembourg;parliament;2009-06-07;21,56;13;60;LSAP;Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei;Luxembourg Socialist Workers' Party;3,289473684;7;172;383;12;701
LUX;Luxembourg;parliament;2009-06-07;14,98;9;60;DP;Demokratesch Partei – Parti Démocratique – Demokratische Partei;Democratic Party;6,578947368;7;172;383;12;967
LUX;Luxembourg;parliament;2009-06-07;11,71;7;60;Greng;Déi Gréng – Les Verts – Die Grünen;The Greens;2,5;7;172;383;12;310
LUX;Luxembourg;parliament;2009-06-07;8,13;4;60;ADR;Alternativ Demokratesch Reformpartei – Parti réformiste d'alternative démocratique – Alternative Demokratische Reformpartei;Alternative Democratic Reform Party;8,815789474;7;172;383;12;1582
LUX;Luxembourg;parliament;2009-06-07;3,29;1;60;DL;Déi Lénk – La Gauche – Die Linke;The Left;0,526315789;7;172;383;12;457
LUX;Luxembourg;parliament;2009-06-07;1,47;0;60;KPL;Kommunistesch Partei Lëtzebuerg – Parti Communiste Luxembourgeois – Kommunistische Partei Luxemburg;Communist Party of Luxembourg;;7;172;383;12;151
LVA;Latvia;parliament;2011-09-17;28,36;31;100;SC;Saskaņas Centrs;Harmony Centre;3;55;765;690;882;1100
LVA;Latvia;parliament;2011-09-17;20,83;22;100;ZRP;Zatlera Reformu partija;Zatlers' Reform Party;;55;765;690;882;1942
LVA;Latvia;parliament;2011-09-17;18,83;20;100;V;Vienotība;Unity;;55;765;690;882;1666
LVA;Latvia;parliament;2011-09-17;13,88;14;100;TB/LNNK;Tēvzemei un Brīvībai / LNNK;For Fatherland and Freedom / LNNK;8,25877193;55;765;690;882;521
LVA;Latvia;parliament;2011-09-17;12,22;13;100;ZZS;Zaļo un Zemnieku savienība;Green and Farmers' Union;5,263157895;55;765;690;882;466
LVA;Latvia;parliament;2011-09-17;2,41;0;100;LPP/LC;Latvijas Pirmā partija / Latvijas Ceļš;Latvian First Party / Latvian Way Party;;55;765;690;882;662
MLT;Malta;parliament;2008-03-08;49,3;35;69;PN;Partit Nazzjonalista;Nationalist Party;5,714285499;72;203;509;298;984
MLT;Malta;parliament;2008-03-08;48,8;34;69;MLP;Partit Laburista;Malta Labour Party;4,210526316;72;203;509;298;1003
MLT;Malta;parliament;2008-03-08;0,7;0;69;AD;Alternattiva Demokratika;Democratic Alternative;3,789473584;72;203;509;298;360
NLD;Netherlands;parliament;2010-06-09;20,49;31;150;VVD;Volkspartij voor Vrijheid en Democratie;People's Party for Freedom and Democracy;7,34817746;8;530;578;652;1409
NLD;Netherlands;parliament;2010-06-09;19,63;30;150;PvdA;Partij van de Arbeid;Labour;3,611752962;8;530;578;652;742
NLD;Netherlands;parliament;2010-06-09;15,45;24;150;PVV;Partij voor de Vrijheid;Party for Freedom;8,8;8;530;578;652;1501
NLD;Netherlands;parliament;2010-06-09;13,61;21;150;CDA;Christen Democratisch Appèl;Christian Democrats;5,937571651;8;530;578;652;235
NLD;Netherlands;parliament;2010-06-09;9,82;15;150;SP;Socialistische Partij;Socialist Party;1,214551395;8;530;578;652;357
NLD;Netherlands;parliament;2010-06-09;6,67;10;150;GL;GroenLinks;GreenLeft;2,045373434;8;530;578;652;756
NLD;Netherlands;parliament;2010-06-09;6,95;10;150;D66;Democraten 66;Libertarians;4,506594319;8;530;578;652;345
NLD;Netherlands;parliament;2010-06-09;3,24;5;150;CU;ChristenUnie – Staatkundig Gereformeerde Partij;ChristianUnion -- Reformed Political Party;6,315;8;530;578;652;1206
NLD;Netherlands;parliament;2010-06-09;1,3;2;150;PvdD;Partij voor de Dieren;Party for the Animals;;8;530;578;652;990
NLD;Netherlands;parliament;2010-06-09;1,74;2;150;SGP;Staatkundig Gereformeerde Partij;Political Reformed Party;8,391862943;8;530;578;652;1251
NLD;Netherlands;parliament;2010-06-09;0,56;0;150;TOP;Trots op Nederland;Proud of the Netherlands;;8;530;578;652;1247
POL;Poland;parliament;2011-10-09;39,18;207;460;PO;Platforma Obywatelska;Civic Platform;6,235500779;74;766;560;164;512
POL;Poland;parliament;2011-10-09;29,89;157;460;PiS;Prawo i Sprawiedliwość;Law and Justice;7,699711305;74;766;560;164;528
POL;Poland;parliament;2011-10-09;10,02;40;460;RP; Ruch Palikota;Palikot's Movement;;74;766;560;164;1945
